페이지	키워드	제목	NEWS_URL | MEDIA_URL
86	유로 2016	유로2016 프랑스, 알바니아 꺾고 16강 확정	개최국 프랑스가 16강 진출을 확정했습니다. 프랑스는 스타드 벨로드롬에서 열린  조별리그 A조 2차전에서 본선에 처음 오른 알바니아를 2 대 0으로 꺾었습니다. 2연승을 달린 프랑스는 앞서...
86	유로 2016	[유로 FOCUS] 16강에서 성사된 결승전, 이탈리아 대 스페인	'' 조별리그가 D조까지 마무리된 가운데, 확정된 16강 대진은 단 두 경기다. 그중 이탈리아와 스페인의 대결이 있다. 잔여 경기 결과와 무관하게 E조 1위를 확정한 이탈리아와 D조 2위 스페인은 27일(한국시간)...
86	유로 2016	[유로2016]'아군? 적군?' 크로아티아, 자국 팬들 홍염 투척에 승리 날려	팬들 방해로 추가 시간 흐름 놓치며 동점골 허용 크로아티아 감독 "테러리스트" 맹비난…19일 징계 나올 듯 = 크로아티아가 2016 유럽축구선수권대회() 16강 진출을 확정할 수 있는 기회에서 팬들의 방해로...
86	유로 2016	즐라탄 유로2016로 스웨덴대표팀 은퇴 선언, "리우행도 없다"	[스포츠Q(큐) 강언구 기자] 스웨덴 간판 공격수 즐라탄 이브라히모비치(35)가 유럽축구선수권  이후 대표팀 유니폼을 벗겠다고 선언했다. 2016 리우데자네이루 올림픽 출전 가능성도 없다고 못박았다. 다국적...
86	유로 2016	‘유로 데뷔전’ 웨일스, 슬로바키아에 2-1 승리	웨일스는 12일 슬로바키아와의  B조 1차전에서 2-1로 이겼다. 1964년 제2회 대회부터 예선에 참가하여 48년 만에 처음으로 진출한 본선에서 거둔 역사적인 승리다. 전반 9분 웨일스 미드필더 조너선...
87	유로 2016	프랑스, '유로2016 폭력사태' 재발 우려 러시아 축구팬 추방(종합)	잉글랜드-러시아전 경기 후 경기장에서 충돌한 팬들[(AFP=연합뉴스)자료사진] 프랑스 당국이 2016 유럽축구선수권대회() 기간 폭력사태 재발을 막기 위해 일부 러시아 축구팬을 추방하기로 했다. AFP...
87	유로 2016	[유로2016]잉글랜드 B조 2위…토너먼트 여정 '험난'	'축구 종가' 잉글랜드가 유럽선수권대회() 16강부터 험난한 여정을 걷고 있다. 잉글랜드는 21일(한국시간) 슬로바키아에 무승부를 기록하면서 웨일스에 밀려 B조 2위로 16강에 올랐다. 이날 프랑스 생테티엔...
87	유로 2016	러시아 훌리건 UFC 장갑까지… 유로 2016 실격 위기	사진=AP뉴시스 러시아가 2016 유럽축구선수권대회() 실격 위기에 놓였다. 잉글랜드와 훌리건 난동 때 먼저 습격하고, 종합격투기 장갑까지 사용한 사실을 들켜 유럽축구연맹(UEFA)으로부터 ‘원스트라이크...
87	유로 2016	아스날, 유로2016 득점선두 모라타 놓치나? 레알, '1017억 가격표' 붙였다	미러는 "조세 무리뉴 맨유 감독은 최대 5000만 파운드(847억 원)로 모라타 영입을 노린다"며 "첼시 역시 유럽축구선수권  이후 모라타의 몸값이 올라갈 것을 우려해 조기에 영입을 확정하고 싶어한다"고 전했다. 또...
87	유로 2016	[유로 2016] '뒷심' 발휘한 프랑스, 16강 진출 확정	16일(한국 시각) UEFA  조별리그 A조 2차전 프랑스-알바니아 경기에서 프랑스 선수들이 팀의 선제골이 터지자 기뻐하고 있다. EPA연합뉴스 'UEFA(유럽축구연맹) ' 개최국인 프랑스가 알바니아를 꺾고 16강...
87	유로 2016	‘유로 데뷔전’ 웨일스, 슬로바키아에 2-1 승리	웨일스는 12일 슬로바키아와의  B조 1차전에서 2-1로 이겼다. 1964년 제2회 대회부터 예선에 참가하여 48년 만에 처음으로 진출한 본선에서 거둔 역사적인 승리다. 전반 9분 웨일스 미드필더 조너선...
87	유로 2016	[유로 MVP] 믹거번, 패배 속에서도 빛난 ‘최고 수문장’의 위엄	만약 브와슈치코프스키의 골이 터지지 않았다면 0-0 무승부에서 패배까지도 가능했던 경기였다. 1골에 걸린 자존심의 무게도 상당했다.  특별 기획팀  <엠스플뉴스>, 무단 전재 및 재배포 금지
87	유로 2016	카카오, ‘유로2016’·‘코파아메리카’ 생중계	(지디넷코리아=안희정 기자) 카카오(대표 임지훈) 는 ‘’ 및 ‘코파아메리카’ 전경기를 생중계한다고 10일 밝혔다. 카카오는 ‘’ 및 ‘코파아메리카’를 다음스포츠를비롯해 다음 tv팟, 다음앱...
87	유로 2016	효성, 방위산업 전시회 ‘유로사토리 2016’ 참가	효성이 프랑스 파리에서 열린 세계 최대 방위산업 전시회 ‘사토리(Eurosatory) ’에 참가해 초경량 아라미드 방탄 헬멧을 선보인다. 이번에 참가한 사토리는 세계 최대 규모의 지상 무기 전시회로 올해는...
87	유로 2016	[유로 2016] 스페인·이탈리아, 16강서 맞대결…"우승 후보 빅매치"	스페인, 유로 3연패 달성 위한 첫걸음 이탈리아, 4년 전 설욕 기회 환호하는 스페스페인이 프랑스 니스의 알리안츠 리비에라에서 열린 ‘유럽축구연맹(UEFA) ’ 16강에서 이탈리아와 맞대결을 벌인다. /사진...
88	유로 2016	겨울왕국의 '인도어 키즈', 유로 2016 돌풍 이끌까	아이슬란드축구협회 인구 33만 명의 섬나라 아이슬란드가  무대에서 돌풍을 준비하고 있다. 아이슬란드는 유럽의 축구 강호들 틈에서 숨죽이고 있던 변방이었다. 정식 프로리그가 없을 뿐더러 세미 프로리그...
88	유로 2016	민족주의·인종차별 표출…'유로 2016' 훌리건에 몸살	[앵커] 유럽축구선수권대회인 이 과격한 축구팬들, 훌리건의 폭력으로 몸살을 앓고 있습니다. 대회 초반이지만 이틀 전, 마르세유에서 러시아와 잉글랜드 관중의 집단 난투극이 벌어졌고, 어제(13일)...
88	유로 2016	[유로2016] '동점골' 바디, 프랑스에서 이어가는 인생 역전기	AFP=News1 올 시즌 잉글랜드 프리미어리그에서 인생 역전극을 쓴 제이미 바디(29·레스터)가 2016 유럽축구선수권대회()에서 성공 스토리를 이어갔다. 바디는 16일(이하 한국시간) 프랑스 랑스의 펠릭스...
88	유로 2016	[유로2016]바디의 인생역전은 계속된다	잉글랜드가 16일(한국시각) 프랑스 랑스 스타드 볼라르트 들렐리스에서 벌어진 웨일스와의  조별리그 B조 2차전에서 2대1 역전승을 거뒀다. 전반은 답답한 양상이었다. 로이 호지슨 감독은 러시아와의 1차전에서...
88	유로 2016	'유로2016' 폭력사태 러시아 훌리건 최대 징역 2년형	이 열린 프랑스 마르세유가 훌리건들의 폭력사태로 몸살을 앓고 있다.  AFP=뉴스1 프랑스 법원이 16일(현지시간)  도중 폭력사태를 초래한 러시아 축구팬에게 징역형을 선고했다. 마르세유 법원은...
88	유로 2016	[유로2016] 잉글랜드-슬로바키아, B조 1위 결정짓는 운명의 한판 승부	2016 유럽축구선수권대회()에 출전중인 잉글랜드 축구 대표팀. /AP=연합뉴스 '유럽 축구 전쟁' 2016 유럽축구선수권대회() 조별리그 B조팀의 16강 진출이 21일 오전 4시(이하 한국시간) 판가름 난다. B조는...
88	유로 2016	[유로2016] 하필이면 PSG 홈에서…호날두 ‘난조 종합선물세트’	전설 피구 제치고 포르투갈 A매치 1위 호날두는 19일 오스트리아와의  F조 2차전(0-0무)에서 4-4-2 대형 투톱 일원으로 풀타임을 소화했다. 개인 통산 A매치 128번째 출전. 루이스 피구(44)를 제치고 포르투갈...
88	유로 2016	[서형욱] '개봉박두' 유로2016 팀별 프리뷰 上	[뷰티풀게임=서형욱] 2016년 유럽축구선수권대회(이하 )의 개막이 코 앞으로 다가왔다. '월드컵에서 브라질과 아르헨티나가 빠진 대회'라는 표현이 어색하지 않은 유로는 이번 대회부터 본선 참가팀의 수를...
88	유로 2016	[유로 2016] '고메스 결승골' 독일, 북아일랜드에 1-0 승리...C조 1위 16강 진출	[] '고메스 결승골' 독일, 북아일랜드에 1-0 승리...C조 1위 16강 진출독일이 마리오 고메스의 결승골로 북아일랜드를 꺾고 조 1위로  16강 진출에 성공했다. 독일은 22일 오전(한국시간) 파르크 데...
88	유로 2016	[오스트리아 아이슬란드] '자비처 최전방' 오스트리아 선발 라인업(유로 2016)	[오스트리아 아이슬란드] '자비처 최전방' 오스트리아 선발 라인업() 오스트리아가 아이슬란드전 선발 라인업을 공개한 가운데 마르셀 자비처가 최전방 공격수로 출전한다. 오스트리아는 23일 오전 1시...
89	유로 2016	[오스트리아 아이슬란드] '자비처 최전방' 오스트리아 선발 라인업(유로 2016)	[오스트리아 아이슬란드] '자비처 최전방' 오스트리아 선발 라인업() 오스트리아가 아이슬란드전 선발 라인업을 공개한 가운데 마르셀 자비처가 최전방 공격수로 출전한다. 오스트리아는 23일 오전 1시...
89	유로 2016	[유로 포커스] ‘팬 충돌+홍염 투척’, 몸살 앓는 유로 2016	[= 이 팬 난동과 홍염으로 얼룩지고 있다. 지난 12일(한국시간) 러시아와 잉글랜드전에서 팬들이 충돌한 사건이 발생했다. 러시아 팬들은 경기가 종료 직후 잉글랜드 관중석을 습격했고, 팬들의 싸움은 격해졌다....
89	유로 2016	[유로 리뷰] '2승 1무' 독일, 폴란드와 함께 16강행 확정	다행히 미리 승점 3점을 모아놓은 덕에 유리한 위치에 올라있다. 은 6개 조 3위 중 상위 성적에 따라 4개 팀만 16강에 오를 수 있다.  특별 기획팀  <엠스플뉴스>, 무단 전재 및 재배포 금지
89	유로 2016	‘유로 2016’ 훌리건 난동으로 ‘몸살’	2016 유럽축구선수권대회()가 훌리건들의 난동으로 몸살을 앓고 있다. 현지 언론은 프랑스 릴에서 열린 대회 조별리그 B조 2차전 러시아-슬로바키아전이 끝난 뒤 축구 팬들이 길거리에서 난동을 부렸다고 15일...
89	유로 2016	[유로2016]지단이 꼽은 우승후보는 벨기에	AFPBBNews = News1 지네딘 지단 레알 마드리드 감독이 의 다크호스로 벨기에를 꼽았다고 AFP통신이 11일(한국시각) 전했다. 프로모션 차 인도 뭄바이를 찾은 지단 감독은 현지 언론과의 인터뷰 중 ...
89	유로 2016	프랑스, 유로 2016 16강행 확정…알바니아에 극적인 승리	[ 프랑스가 알바니아에 극적인 승리를 거두며 2연승을 기록하며  16강행을 가장 먼저 확정했다. 프랑스는 16일 오전(한국시각) 프랑스 마르세유 벨로드롬스타디움에서 열린  A조 2차전에서 알바니아에 2...
89	유로 2016	PK 실축 호날두에 포르투갈 감독 “선수 개인의 일... 말하고 싶지 않다’ (유로 2016)	말하고 싶지 않다’ (). <사진= AP/ 뉴시스> PK 실축 호날두에 포르투갈 감독 “선수 개인의 일... 말하고 싶지 않다’ () [ 포르투갈 산토스 축구 대표팀 감독이 호날두의 PK 실축에 대해 말을 아꼈다....
89	유로 2016	<유로2016> 러시아 팀닥터 "도핑검사 표적되고 있다"	훈련하는 러시아 축구대표팀.[EPA=연합뉴스 자료사진] 러시아 축구대표팀이 2016 유럽축구선수권대회()에서 도핑검사의 표적이 되고 있다는 불만을 토로하고 나섰다. 에두아르드 베주글로프 러시아 대표팀...
89	유로 2016	[유로2016] 개최국 프랑스, 알바니아 꺾고 가장 먼저 16강 진출	2016 유럽축구선수권대회() 개최국 프랑스가 24개 출전국 중 가장 먼저 16강에 진출한다. 프랑스는 16일(한국시간) 프랑스 마르세유의 스타드 벨로드롬에서 열린 알바니아와의 대회 A조 조별리그...
89	유로 2016	카카오, ‘유로2016-코파아메리카’ 전경기 생중계…축구팬 관심↑	[한국경제TV 김현경 기자] 카카오는 전세계 축구팬이 주목하는 ‘’ 및 ‘코파아메리카’ 전 경기를 생중계한다고 10일 밝혔다. 카카오는 ‘’ 및 ‘코파아메리카’를 다음스포츠를 비롯해 다음 tv팟...
90	유로 2016	‘그리즈만-파예 연속골’ 프랑스, 알바니아 잡고 유로 2016 16강행	Gettyimages이매진스 [동아닷컴] 프랑스가 알바니아를 누르고  16강에 진출했다. 프랑스는 16일(이하 한국시각) 프랑스 스타드 벨로드롬에서 열린  조별리그 A조 2차전에서 알바니아를 2-0으로 꺾고...
90	유로 2016	'햄스트링 부상' 로시츠키, "나의 유로 2016은 끝났다"	[인터풋볼] 서재원 기자= 체코의 토마시 로시츠키(36)가 크로아티아전에서 햄스트링 부상을 당했고,  남은 경기 출전이 사실상 불가능해졌다. 체코는 18일 오전 1시(한국시간) 프랑스 생테티엔에 위치한 스타드...
90	유로 2016	'별들의 각축장'...유로2016 내일 킥오프	[앵커]  경기가 주로 한국시간으로 하면 몇 시에 시작하나요? [기자] 밤 10시, 빠른 거 밤 10시, 1시, 새벽 4시 이렇게 세 경기가 있는데 아마 뭐... [앵커] 축구팬들은 고생 좀 하겠는데요? [기자] 뜬 눈으로 밤을...
90	유로 2016	웨일스, 슬로바키아 2-1 제압…유로 첫 승	프리킥 골을 넣고 포효하는 가레스 베일 [사진= 공식 페이스북] [ 유로 대회에 첫 출전한 웨일스가 슬로바키아를 제압하고 역사상 첫 승을 신고했다. 웨일스는 12일(한국시간) 프랑스 스타드 드 보르도에서 열린...
90	유로 2016	[유로 2016] 이탈리아, 벨기에 2-0 격파…‘죽음의 조’ 단독 1위	[서울신문] 이탈리아, 벨기에에 2-0 승리.유럽 전통의 강호 이탈리아가 2016 유럽축구선수권대회() ‘죽음의 조’로 꼽히는 E조에서 ‘난적’ 벨기에를 2-0으로 격파했다. 이탈리아는 14일(한국시간) 프랑스 리옹의...
90	유로 2016	[유로 2016] ‘루카쿠 멀티골’ 벨기에, 아일랜드 3-0 꺾고 16강 가능성 높여	[= 벨기에가 유럽축구연맹(UEFA)  조별리그 두 번째 경기서 루카쿠의 결승골에 힘입어 아일랜드를 제압했다. 경기 결과에 따라 벨기에는 승점 3점(1승 1패)를 기록했다. 스웨덴과 마지막 3차전에서 무승부를...
90	유로 2016	[유로 2016] 알바니아, 루마니아에 1-0 勝…유로 대회 첫 승리	[] 알바니아, 루마니아에 1-0 勝…유로 대회 첫 승리 /사진='' 공식 페이스북'' 알바니아가 루마니아를 꺾고 역사적인 유로 대회 첫 승을 기록했다. 알바니아는 20일 오전 4시(한국시간)...
